,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manually Add,Manually Add,Manually Add,Manually Add,,,Lookup from Alumni Report,Lookup from Alumni Report,I organized these columns to be in the beginning of the report for pivot table/reporting purposes,,,,,,,,,Manually Add,,,Manually Add,,Lookup from Student Affairs Spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International,Filled out survey,APSIA Job Category,APSIA Sector Category,Date Reported - NEW,Outcome,Concentration,Degree,Sector,Detailed Industry,Organization Name,Division,Job Title,Job City,Job State,Job Country,Job Title,Master Salary for Employment Statistics,Salary Range,Salary,LinkedIn Outcome Findings,Citizenship Status,OSA Country of Citizenship Lookup,Job Location State,Job Location Country,Sector,Detailed Industry,Job Phase,Job Source,"If you are not employed, are you currently seeking employment?",Continuing Education Full-time?,Organization Name,Company Description,Include in Reporting,30 hrs per week,Approximately how many hours a week do you serve?,Country where serving,Date of Offer Received,Degree to be Pursued After Graduation,Do you have a three (3) year STEM OPT visa?,Employer consideration for STEM,Gender,Approximately how many hours each month do you plan to volunteer?,Is Approved,Military Rank,Name of School in case of Continued Education,Program Name,Returning to previous employer,Scope of Organization,Self-employed,Sponsorship by Employer,Standard Job Source,What type of Own Venture is this?,What is the name of the fellowship program?,What will your enrollment status be at this school?,When did you actively start applying for a full-time job?,Why are you not seeking employment?,Base Salary Pay Period,Carried Interest Pay Period,Expected Bonus Pay Period,Expected Commission Pay Period,Guaranteed Bonus Pay Period,I'm volunteering and not currently receiving compensation,Salary plus Bonuses,Total Compensation Pay Period,End Date,Length of Commitment,Reported Date,Start Date,What is your approximate start date?,City,Country,Job Location,Metro Area,Postal Code,US State / Canada Province,Did this job come as a result of an internship you had with this employer?,Is this a faculty position?,Is this a freelance position?,Is this a full-time position?,Is this a post-graduation internship?,Is this a temporary/contract job?,Is this a tenured position?,Is your position a fellowship?,Other Outcome Additional Details,Please provide other pertinent information about your job,Reason for Rejecting,Will you be or are you currently working under Optional Practical Training (OPT) status?,Working at a Recently Founded Organization
Yes,No,30 Hours per week,Multilateral Organization,,Job,No Concentration,MPA-ESP,Public,Multilateral Organizations,UNEPFI,,Consultant,"Geneva,",,Switzerland,,,,,,,,,Switzerland,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,,,07/17/2023,Job,Human Rights & Humanitarian Policy ,MIA,Public,Multilateral Organizations,UNHCR - The UN Refugee Agency,,Protection Associate ,"Brownsville,",TX,United States,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/17/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,No Concentration,MPA-EPM,Public,Multilateral Organizations,UNICEF,,Program Effectiveness Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Multilateral Organization,07/07/2023,Job,Human Rights & Humanitarian Policy ,MIA,Public,Multilateral Organizations,UNICEF,,Implementation Research Global Knowledge Repository Management Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have received one or more offers of employment but have declined,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Other  ________________________________________________,,,per year,,,,,,,,,07/07/2023,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Job,Urban and Social Policy,MPA,Private,Consulting,Capgemini Invent,,Senior Consultant,"New York,",NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,Economic and Political Development,MIA,Public,Multilateral Organizations,United Nation Global Compact,,Program Coordinator,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,INTERNATIONAL SECURITY POLICY,MIA,Public,Multilateral Organizations,United Nations,,Civil Society Representative,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,United Nations,,Data Science Quality Assurance Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,No Concentration,EMPA,Public,Multilateral Organizations,United Nations,,"Political Affairs Officer, Policy, Knowledge Management and Coordination Branch, UNOCT","New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Multilateral Organization,,Job,INTERNATIONAL SECURITY POLICY,MIA,Public,Multilateral Organizations,United Nations,,Press Officer,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Unknown,,02/02/2024,Still Seeking Employment,No Concentration,EMPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,ENERGY AND ENVIRONMENT,MPA,Private,Technology,thatgamecompany,,Intern,,California,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Multilateral Organization,07/14/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,United Nations Capital Development Fund (UNCDF),,"Partnerships, Policy and Communications","New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/14/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Multilateral Organization,06/30/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,United Nations Capital Development Fund (UNCDF),,"Analysis, Research, and Knowledge Management","New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/30/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Pursuing Further Education,,,Pursuing Further Education,No Concentration,MPA-ESP,,Pursuing Further Education,Pursuing Further Education,,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,,,,,,,,Pursuing Further Education,Pursuing Further Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Not seeking,,06/29/2023,Not seeking / Other Intention,No Concentration,MPA-EPM,,,,,,,,,,,,,,,,,,,,Post Graduation,,,,,,Yes,,,,,,,,Female,,Yes,,,,Yes,,,,,,,,,Was already employed before starting at SIPA,,per year,,,,,,,,,06/29/2023,05/15/2023,05/15/2023,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,International Finance and Economic Policy,MPA,Public,Multilateral Organizations,UNITED NATIONS DEPARTMENT OF ECONOMIC AND SOCIAL AFFAIRS,,Graduate consultant UNDESA,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,ENERGY AND ENVIRONMENT,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Multilateral Organization,,Job,DUAL MIA/MPP: SIPA and HERTIE,MIA   ,Public,Multilateral Organizations,United Nations Development Programme,,Innovation Intern,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Multilateral Organization,06/14/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,United Nations Foundation,,"Associate, Private Sector Engagement","Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Fall 2022,,,per year,,,,,,,,,06/14/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Multilateral Organization,09/08/2023,Job,No Concentration,MPA-ESP,Public,Multilateral Organizations,United Nations Foundation,,Climate & Environment Intern,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,09/08/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,11/22/2023,Still Seeking Employment,Urban and Social Policy,MIA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Male,,Yes,,,,,,,,,,,,o	Fall 2022,,,,,,,,,,,,11/22/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,09/22/2023,Still Seeking Employment,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Other  ________________________________________________,,,per year,,,,,,,,,09/22/2023,,,,,,,,,,,,,,,,,,,,,
No,No,,,,Job,Economic and Political Development,MIA,Public,Multilateral Organizations,United Nations Global Compact,,"Participant Engagement Coordinator, Europe","New York,",NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,Economic and Political Development,MPA,Public,Multilateral Organizations,World Bank,,Program Analyst,"Washington, DC",,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,2/26/2024,Job,Economic and Political Development,MIA,Public,Multilateral Organizations,United Nations Office for Project Services (UNOPS),,Senior Analyst,"New York,",NY,United States,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/07/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,06/30/2023,Unreported,No Concentration,EMPA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have yet to make any attempts to look for a job,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/30/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Multilateral Organization,,Job,INTERNATIONAL SECURITY POLICY,MIA,Public,Multilateral Organizations,United Nations University Centre for Policy Research (UNU-CPR),,Mercator Fellow,"New York,",NY,United States,,,,,,,,NY,United States,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,06/13/2023,Still Seeking Employment,No Concentration,MPA-ESP,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/13/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Government,06/13/2023,Job,No Concentration,MPA-ESP,Public,U.S. Government,United States Environmental Protection Agency,"Enforcement and Compliance Assurance Division, Surface Water Enforcement Section",Environmental Protection Specialist,"Seattle,",WA,United States,Environmental Protection Specialist,,"o	$65,000-$69,999","o	$65,000-$69,999",,,,WA,United States,Public,U.S. Government,Post Graduation,Internships other than Career Services,,,,Office of Chemical Safety and Pollution Prevention,Yes,Yes,,United States (USA),12/14/2023,,,,Female,,Yes,,,,Yes,,No,No,School Facilitated,,,,,,,per year,,,,,,,,,06/13/2023,06/18/2023,06/18/2023,Seattle - WA,United States (USA),Partially Remote,Seattle-Tacoma-Olympia -- WA,,Washington,Yes,,,Yes,No,No,,No,,I was a Pathways Intern for two years and have had this position since undergrad. The agency converted me to a full time position in my division.,,No,No
No,Yes,Fellowship,Government,06/01/2023,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MIA,Nonprofit,University/Education,University of Illinois Urbana-Champaign,Athletics Division - Intercollegiate Athletics,"Diversity, Equity, and Inclusion Visiting Fellow for Intercollegiate Athletics","Champaign,",IL,United States,"Diversity, Equity, and Inclusion Visiting Fellow for Intercollegiate Athletics",,"o	$35,000-$39,999","o	$35,000-$39,999",,,,IL,United States,Public,State/Local Governments,Post Graduation,Job Posting,,,,,Yes,Yes,,United States (USA),05/26/2023,,,,Female,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,"Stipend - $38,500
Relocation assistance - $2,000",,07/24/2024,,06/01/2023,07/24/2023,07/24/2023,Champaign - IL,United States (USA),On Site,No Defined Metro Area,,Illinois,No,,,Yes,No,Yes,,Yes,,,,No,No
No,No,30 Hours per week,Multilateral Organization,,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MIA,Public,Multilateral Organizations,UNOPS,,Program Officer,"Kyiv, ",,Ukraine,,,,,,,,,Ukraine,Multilateral Organization,Multilateral Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,No Concentration,MPA-EPM,Public,Foreign Government,Bank of Canada,,Senior Economist ,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,INTERNATIONAL SECURITY POLICY,MPA,Public,U.S. Government,US Department of Treasury,,Policy Advisor,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,No Concentration,EMPA,Private,Finance/Banking,China CITIC Bank,,Management Trainee,"New York,",NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,ENERGY AND ENVIRONMENT,MIA,Public,U.S. Government,US Department of Veteran Affairs,,Veterans Integration To Academic Leadership Representative,"New York,",NY,United States,,,,,,,,NY,United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Pursuing Further Education,,,Pursuing Further Education,ENERGY AND ENVIRONMENT,MPA,,Pursuing Further Education,Pursuing Further Education,,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,Pursuing Further Education,,,,,,,,Pursuing Further Education,Pursuing Further Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,ENERGY AND ENVIRONMENT,MPA,Public,U.S. Government,US Environmental Protection Agency (EPA),,"Social Scientist in the Office of the Inspector General, Office of Special Review & Evaluation","New York,",NY,United States,,,,,,,,NY,United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,INTERNATIONAL SECURITY POLICY,MPA,Public,U.S. Government,US Government Accountability Office,,Analyst,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,No Concentration,EMPA,Nonprofit,Nongovernmental Organizations,USA Swimming,,Director of Development,"Colorado Springs,",CO,United States,,,,,,,,CO,United States,Non-profit,Nongovernmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,Human Rights & Humanitarian Policy ,MPA,Public,U.S. Government,USAID,,Special Assistant to the Senior Gender Coordinator,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,Human Rights & Humanitarian Policy ,MIA,Public,U.S. Government,USAID,,Foreign Service Officer,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Public,U.S. Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,ENERGY AND ENVIRONMENT,MPA,Private,Other – Business Services,Vegan-Friendly,,Sales & Partner Accounts Manager,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,Economic and Political Development,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,06/30/2023,Still Seeking Employment,No Concentration,MPA-EPM,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Male,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/30/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,06/13/2023,Still Seeking Employment,No Concentration,MPA-ESP,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/13/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,10/30/2023,Job,ENERGY AND ENVIRONMENT,MPA,Private,Other – Business Services,Vrinda,Consulting,Business Analyst,"New York,",NY,United States,Business Analyst,,"o	$90,000-$94,999","o	$90,000-$94,999",,,,NY,United States,Private,Other – Business Services,Post Graduation,Other,,,,,Yes,Yes,,United States (USA),08/14/2023,,Yes,Yes,Female,,Yes,,,,No,,No,Yes,School Facilitated,,,,,,,per year,,,,,,,,,10/30/2023,08/21/2023,08/21/2023,New York - NY,United States (USA),Partially Remote,New York-Newark-Bridgeport -- NY-NJ-CT-PA,,New York,No,,,Yes,No,No,,No,,,,Yes,No
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MPA,Private,Other – Business Services,Watershed,,Carbon Data Analyst,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Non-profit,,Job,Human Rights & Humanitarian Policy ,MIA,Nonprofit,Nongovernmental Organizations,Women's International League for Peace and Freedom,,Women Peace and Security Fellow,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Nongovernmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Multilateral Organization,06/13/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,World Bank,,Communications Consultant,"San Francisco,",CA,United States,,,,,,,,CA,United States,Multilateral Organization,Multilateral Organizations,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Winter 2022/2023,,,per year,,,,,,,,,06/13/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Multilateral Organization,08/05/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,World Bank,"Health and education, IFC",Industry Analyst,"Washington, DC",,United States,Industry Analyst,,"o	$85,000-$89,999","o	$85,000-$89,999",,,,"Washington, DC",United States,Multilateral Organization,Multilateral Organizations,Post Graduation,Former Employer,,,,"The World Bank Group is a vital source of financial and technical assistance to developing countries around the world. We are not a bank in the common sense. We are made up of two unique development institutions owned by 185 member countries—the International Bank for Reconstruction and Development (IBRD) and the International Development Association (IDA).

Each institution plays a different but supportive role in our mission of global poverty reduction and the improvement of living standards. The IBRD focuses on middle income and creditworthy poor countries, while IDA focuses on the poorest countries in the world. Together we provide low-interest loans, interest-free credit and grants to developing countries for education, health, infrastructure, communications and many other purposes.",Yes,Yes,,United States (USA),04/30/2023,,,,Female,,Yes,,,,Yes,,No,No,Graduate Facilitated,,,,,,,per year,,,,,,,,,08/05/2023,07/31/2023,07/31/2023,Washington - DC,United States (USA),On Site,Washington-Baltimore-Northern Virginia -- DC-MD-VA-WV,,District of Columbia,Yes,,,Yes,No,Yes,,No,,,,No,No
No,No,Unknown,,,Unreported,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,Multilateral Organization,06/13/2023,Job,No Concentration,MPA-MDP,Public,Multilateral Organizations,World Bank,Climate Finance - Financial Institutions Group,Consultant,"Washington, DC",,United States,Consultant,,"o	$50,000-$54,999","o	$50,000-$54,999",,,,"Washington, DC",United States,Multilateral Organization,Multilateral Organizations,Post Graduation,Job Posting,,,,"The World Bank Group is a vital source of financial and technical assistance to developing countries around the world. We are not a bank in the common sense. We are made up of two unique development institutions owned by 185 member countries—the International Bank for Reconstruction and Development (IBRD) and the International Development Association (IDA).

Each institution plays a different but supportive role in our mission of global poverty reduction and the improvement of living standards. The IBRD focuses on middle income and creditworthy poor countries, while IDA focuses on the poorest countries in the world. Together we provide low-interest loans, interest-free credit and grants to developing countries for education, health, infrastructure, communications and many other purposes.",Yes,Yes,,United States (USA),05/12/2023,,,,Male,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,,,,,06/13/2023,06/01/2023,06/01/2023,Washington - DC,United States (USA),On Site,Washington-Baltimore-Northern Virginia -- DC-MD-VA-WV,20433,District of Columbia,No,,,Yes,No,Yes,,No,,,,No,No
Yes,Yes,<30 hours per week,Multilateral Organization,11/28/2023,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MIA,Public,Multilateral Organizations,World Bank,Social Sustainability and Inclusion East Africa 3,Social Development Consultant,"Washington, DC",,United States,Social Development Consultant,,"o	$50,000-$54,999","o	$50,000-$54,999",,,,"Washington, DC",United States,Multilateral Organization,Multilateral Organizations,Post Graduation,Former Employer,,,,"The World Bank Group is a vital source of financial and technical assistance to developing countries around the world. We are not a bank in the common sense. We are made up of two unique development institutions owned by 185 member countries—the International Bank for Reconstruction and Development (IBRD) and the International Development Association (IDA).

Each institution plays a different but supportive role in our mission of global poverty reduction and the improvement of living standards. The IBRD focuses on middle income and creditworthy poor countries, while IDA focuses on the poorest countries in the world. Together we provide low-interest loans, interest-free credit and grants to developing countries for education, health, infrastructure, communications and many other purposes.",Yes,No,,United States (USA),06/01/2023,,No,,Male,,Yes,,,,Yes,,No,No,Graduate Facilitated,,,,,,,per year,,,,,,,,,11/28/2023,06/01/2023,06/01/2023,Washington - DC,United States (USA),Partially Remote,Washington-Baltimore-Northern Virginia -- DC-MD-VA-WV,,District of Columbia,Yes,,,No,No,Yes,,No,,,,Yes,No
